,year,where_coordinates,total_deaths,Item,Value,Cholera case fatality rate,Gross national income per capita (Atlas method),Number of cases of visceral leishmaniasis reported,Number of deaths among children 5 to 14 years of age,Number of diarrhoea deaths from inadequate water,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),Total fertility rate (per woman),Total number of notified TB cases
1998,2015,Kalma refugee camp,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1997,2015,North Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1996,2015,North Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2102,2015,Tabit village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2101,2015,Kungara North village,6.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2100,2015,Kungara North village,6.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2099,2015,Thur village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2098,2015,Thur village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2097,2015,North Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1985,2015,Gereida town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1986,2015,Babanusa village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1987,2015,Babanusa village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1988,2015,Lebasa village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1989,2015,Lebasa village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1990,2015,Khore Ramla,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1991,2015,Khore Ramla,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1992,2015,Kutum district,12.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1993,2015,Kutum district,12.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1994,2015,Tor village,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1995,2015,Tor village,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2056,2015,Haraza locality,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2055,2015,Nertiti town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4054,2016,Blue Nile state,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4041,2016,El Kurmuk district,5.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4108,2016,Heiban town,6.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4107,2016,Habila district,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4106,2016,Habila district,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4105,2016,Nyukur village,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4104,2016,Nyukur village,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4103,2016,Umm Serdiba village,6.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4102,2016,Umm Serdiba village,6.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4101,2016,Bau district,7.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4100,2016,Bau district,7.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4099,2016,El Nogra village,5.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4098,2016,El Nogra village,5.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4097,2016,Nyukur village,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4096,2016,Nyukur village,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4095,2016,South Kordofan state,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4094,2016,South Kordofan state,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4093,2016,Umm Serdiba village,3.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4092,2016,Umm Serdiba village,3.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4091,2016,Rashad district,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4090,2016,Rashad district,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4109,2016,Heiban town,6.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4110,2016,Al Tadamon district,3.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4112,2016,Blue Nile state,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4113,2016,Blue Nile state,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4958,2016,Central Darfur state,32.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4959,2016,Central Darfur state,32.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4131,2016,Geissan district,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4130,2016,Geissan district,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4129,2016,El Kurmuk district,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4128,2016,El Kurmuk district,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4127,2016,Lima village,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4126,2016,Lima village,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4125,2016,Lema village,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4089,2016,Kadugli town,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4124,2016,Lema village,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4122,2016,Al Azraq village,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4121,2016,Kilgu village,8.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4120,2016,Kilgu village,8.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4119,2016,Heiban town,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4118,2016,Heiban town,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4117,2016,Yabus village,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4116,2016,Yabus village,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4115,2016,Angarto village,18.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4114,2016,Angarto village,18.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4123,2016,Al Azraq village,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4040,2016,El Kurmuk district,5.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4088,2016,Kadugli town,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4086,2016,Al Azraq village,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4061,2016,Salara village,5.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4060,2016,Salara village,5.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4059,2016,Road between Delling and Kadugli,10.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4058,2016,Road between Delling and Kadugli,10.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4057,2016,Road between Dibebad and Delling,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4056,2016,Road between Dibebad and Delling,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4055,2016,Blue Nile state,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4053,2016,Bout town,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4052,2016,Bout town,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4051,2016,Umm Dorain town,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4050,2016,Umm Dorain town,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4049,2016,Kadugli district,7.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4048,2016,Kadugli district,7.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4047,2016,Tagelbo village,5.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4046,2016,Tagelbo village,5.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4045,2016,Aroum village,4.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4044,2016,Aroum village,4.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4043,2016,Dilling district,4.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4042,2016,Dilling district,4.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4062,2016,El Kurmuk district,5.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4063,2016,El Kurmuk district,5.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4064,2016,Between Dibebad and Delling,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4065,2016,Between Dibebad and Delling,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4085,2016,Kologi town,2.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4084,2016,Kologi town,2.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4083,2016,Between Umm Serdiba and Kadugli,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4082,2016,Between Umm Serdiba and Kadugli,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4081,2016,Bau district,6.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4080,2016,Bau district,6.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4079,2016,Mufwa village,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4078,2016,Mufwa village,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4077,2016,Kauda town,3.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4087,2016,Al Azraq village,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4076,2016,Kauda town,3.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4074,2016,South Kordofan state,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4073,2016,Saraf El Gamos village,2.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4072,2016,Saraf El Gamos village,2.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4071,2016,Kilgu village,2.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4070,2016,Kilgu village,2.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4069,2016,South Kordofan state,3.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4068,2016,South Kordofan state,3.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4067,2016,Kilgu village,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4066,2016,Kilgu village,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4075,2016,South Kordofan state,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4111,2016,Al Tadamon district,3.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4957,2016,Kenengah village,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2357,2016,North Darfur state,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2225,2016,Road between Al-Fashir and Mellit in Mellit district,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2224,2016,Road between Al-Fashir and Mellit in Mellit district,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2223,2016,Tabit village,2.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2222,2016,Tabit village,2.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2221,2016,Central Darfur state,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2220,2016,Central Darfur state,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2219,2016,El Fasher district,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2218,2016,El Fasher district,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2217,2016,Azirni village,2.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2216,2016,Azirni village,2.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2226,2016,Tabit village,2.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2215,2016,Feina town/Feina Hilat Kabir,21.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2213,2016,Tawila town,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2212,2016,Tawila town,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2211,2016,North Darfur state,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2210,2016,North Darfur state,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2209,2016,Twoywo village,5.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2208,2016,Twoywo village,5.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2207,2016,East/Sharq Jabel Marra district,2.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2206,2016,East/Sharq Jabel Marra district,2.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2205,2016,Kutum town,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4936,2016,Jebel Marra area,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2214,2016,Feina town/Feina Hilat Kabir,21.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4935,2016,Fanga Suk town,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2227,2016,Tabit village,2.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2229,2016,Tabit village,2.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2251,2016,Burro village,4.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2250,2016,Burro village,4.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2249,2016,Sarrong village,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2248,2016,Sarrong village,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2247,2016,Sarrong village,15.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2246,2016,Sarrong village,15.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2245,2016,Golo town,3.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2244,2016,Golo town,3.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2243,2016,Tourong-Taora town,18.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2242,2016,Tourong-Taora town,18.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2228,2016,Tabit village,2.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2241,2016,Nyala town,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2239,2016,Al Azraq village,2.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2238,2016,Al Azraq village,2.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2237,2016,Feina town/Feina Hilat Kabir,42.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2236,2016,Feina town/Feina Hilat Kabir,42.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2235,2016,Ad-Damazin town,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2234,2016,Ad-Damazin town,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2233,2016,Tawila town,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2232,2016,Tawila town,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2231,2016,Gereida town,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2230,2016,Gereida town,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2240,2016,Nyala town,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4934,2016,Fanga Suk town,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4933,2016,Tourong-Taora town,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4932,2016,Tourong-Taora town,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4905,2016,Kilinge village,3.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4904,2016,Kilinge village,3.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4903,2016,Jebel Marra area,0.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4902,2016,Jebel Marra area,0.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2204,2016,Kutum town,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2203,2016,Golo town,42.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2202,2016,Golo town,42.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2201,2016,Zalingei town,8.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2200,2016,Zalingei town,8.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2199,2016,Fallah Sayed village,17.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
4906,2016,Rokoro district,6.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2198,2016,Fallah Sayed village,17.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2196,2016,Fallah Reih village,2.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2195,2016,Tado village,1.0,GDP Deflator,103.1486691961,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
2194,2016,Tado village,1.0,GDP Deflator,115.5709505922,,,3810.0,3997.09078.05081.0,,38.1273235.0611536.63755,,
