GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),COUNTRY (DISPLAY),DIMENSION (NAME),Average
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1995,Sudan,Both sexes,2.9
CM_02,Number of infant deaths,1995,Sudan,Female,27156
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1995,Sudan,Male,2.6
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1995,Sudan,Female,22.52189
MORT_100,Number of deaths,1995,Sudan,Both sexes,10228.68434
LIFE_0000000034,Tx - person-years lived above age x,1995,Sudan,Female,2638723.209
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1995,Sudan,Female,36.62304
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1995,Sudan,Rural,0.95
SDGSUICIDE,Crude suicide rates (per 100 000 population),1995,Sudan,Male,5.76
CM_02,Number of infant deaths,1995,Sudan,Both sexes,41558.5
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1995,Sudan,Female,9.9188
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,Sudan,Both sexes,6.24814
MALARIA_CONF_CASES,Number of confirmed malaria cases,1995,Sudan,,1752011
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1995,Sudan,Both sexes,74.82925
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),1995,Sudan,Total,21.66209
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1995,Sudan,Rural,16.95
W4_pc_back_C,Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging,1995,Sudan,,0
O_NRT_where,Nicotine replacement therapy - place available,1995,Sudan,,0
LIFE_0000000034,Tx - person-years lived above age x,1995,Sudan,Male,2036061.286
P5_indoor_off,National smoking ban in INDOOR OFFICES,1995,Sudan,,0
MORT_100,Number of deaths,1995,Sudan,Both sexes,3052.79758
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,1995,Sudan,,1800
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",1995,Sudan,24 to 35 months,39.15
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1995,Sudan,Both sexes,62.690755
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,Sudan,Male,16.08664
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,Sudan,Male,21.84246
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,Sudan,Both sexes,2.42411
MORT_200,Deaths per 1 000 live births,1995,Sudan,0-27 days,0.41728
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",1995,Sudan,Female,1.05
NTCP_FTE,Number of full-time equivalent staff in national agency,1995,Sudan,,5
MORT_100,Number of deaths,1995,Sudan,Both sexes,3100.30329
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,Sudan,Both sexes,14.68489
CM_03,Number of neonatal deaths,1995,Sudan,Both sexes,39506.5
W9_no_obscure_C,Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps,1995,Sudan,,0
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1995,Sudan,Male,3.9
W5_top_side_A,Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package,1995,Sudan,,0
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1995,Sudan,Male,2.6
RSUD_610,Prevention programmes for specific populations for drugs,1995,Sudan,Minority groups,0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1995,Sudan,Female,24.09856
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1995,Sudan,Urban,1.314815
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1995,Sudan,Female,5.11573
NCD_CCS_Aspirin,General availability of aspirin (100 mg) in the public health sector,1995,Sudan,,0
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,1995,Sudan,Both sexes,0.00458
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",1995,Sudan,42 to 47 months,2.45
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1995,Sudan,Q5 (Richest),12.5
LIFE_0000000034,Tx - person-years lived above age x,1995,Sudan,Male,763441.9783
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),1995,Sudan,Male,0
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1995,Sudan,Urban,0.65
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1995,Sudan,Female,11.254385
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),1995,Sudan,Total,58.19102
LIFE_0000000032,ndx - number of people dying between ages x and x+n,1995,Sudan,Male,5655.65578
MORT_100,Number of deaths,1995,Sudan,Both sexes,13030.26638
O_Avail_other,Treatment for tobacco dependence available in other settings,1995,Sudan,,0
LIFE_0000000034,Tx - person-years lived above age x,1995,Sudan,Female,6970970.153
MORT_300,Distribution of causes of death among children aged < 5 years (%),1995,Sudan,1-59 months,0.00486
O_Cytisine_where,Cytisine - place available,1995,Sudan,,0
NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",1995,Sudan,,36.2
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1995,Sudan,Total,0.15
MORT_100,Number of deaths,1995,Sudan,Both sexes,0
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1995,Sudan,Rural,0.03047
LIFE_0000000030,nqx - probability of dying between ages x and x+n,1995,Sudan,Both sexes,0.19387
WHS4_543,BCG immunization coverage among 1-year-olds (%),1995,Sudan,,92
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",1995,Sudan,Both sexes,63837.05
O_Group,Offering help to quit tobacco use,1995,Sudan,,0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,Sudan,Female,4.585965
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1995,Sudan,Female,4790
MH_12,Age-standardized suicide rates (per 100 000 population),1995,Sudan,Male,7.79055
FINPROTECTION_CATA_TOT_25_POP,"Population with household spending on health greater than 25% of total household budget (SDG 3.8.2, reported data) (%)",1995,Sudan,Rural,4.08
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",1995,Sudan,Both sexes,2551.114
AIR_51,Household air pollution attributable death rate (per 100 000 population),1995,Sudan,Both sexes,7.692065
W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,1995,Sudan,,0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1995,Sudan,Male,17.84857
NCD_CCS_PA_GUIDELINES_OLDADULTS,Existence of national guidelines for physical activity for older adults,1995,Sudan,,0
MORT_200,Deaths per 1 000 live births,1995,Sudan,1-59 months,1.54955
TOTENV_1,Deaths attributable to the environment,1995,Sudan,"Infectious, parasitic, neonatal and nutritional",33809
NCD_CCS_DietPlan,Existence of operational policy/strategy/action plan to reduce unhealthy diet related to NCDs,1995,Sudan,,0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,Sudan,Both sexes,2.338145
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",1995,Sudan,Male,20.6565
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1995,Sudan,Both sexes,42.131865
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1995,Sudan,Total,22.936355
SDGSUICIDE,Crude suicide rates (per 100 000 population),1995,Sudan,Female,3.2
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,1995,Sudan,,3900
MORT_200,Deaths per 1 000 live births,1995,Sudan,1-59 months,3.60915
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1995,Sudan,Both sexes,3431
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1995,Sudan,Urban,21.1
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,1995,Sudan,Female,0.1734
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1995,Sudan,Rural,5.439825
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1995,Sudan,Urban,1.95
AIR_46,YLLs attributable to ambient air pollution (age-standardized),1995,Sudan,Male,59207.66491
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,Sudan,Both sexes,15.38188
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1995,Sudan,Rural,91.75
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",1995,Sudan,Both sexes,2329.747
MORT_300,Distribution of causes of death among children aged < 5 years (%),1995,Sudan,0-4 years,0.00308
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1995,Sudan,Both sexes,2.6
LIFE_0000000034,Tx - person-years lived above age x,1995,Sudan,Male,3415184.825
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1995,Sudan,Female,4.2
LIFE_0000000032,ndx - number of people dying between ages x and x+n,1995,Sudan,Female,246.31169
Adult_nonsmoked_national,Representation of latest adult prevalence survey (nonsmoked),1995,Sudan,,0
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1995,Sudan,Rural,0.026965
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),1995,Sudan,,74
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),1995,Sudan,,33.74447
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",1995,Sudan,Secondary education,3.45
LIFE_0000000035,ex - expectation of life at age x,1995,Sudan,Male,13.57274
W8_princ_langs_A,Are the health warnings on cigarette packaging written in the principal language(s) of the country?,1995,Sudan,,0
LIFE_0000000032,ndx - number of people dying between ages x and x+n,1995,Sudan,Both sexes,13826.91732
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,1995,Sudan,Male,56.197425
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",1995,Sudan,Both sexes,7.020635
NTCP_budget_year,Budget year,1995,Sudan,,0
W3_pc_front_A,Percentage of principal display area mandated to be covered by health warnings - front of cigarette packaging,1995,Sudan,,30
MORT_200,Deaths per 1 000 live births,1995,Sudan,0-4 years,5.67068
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1995,Sudan,Female,4.05
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1995,Sudan,Total,2.236435
NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,1995,Sudan,,501181
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),1995,Sudan,Total,41.8
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1995,Sudan,Both sexes,2.8
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1995,Sudan,Female,4613.5
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1995,Sudan,Both sexes,157.8057
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),1995,Sudan,Total,2900
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",1994,Sudan,Both sexes,17600.2535
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1994,Sudan,Both sexes,4.41018
AIR_75,Household air pollution attributable DALYs in children under 15 years,1994,Sudan,Both sexes,183683.4431
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),1994,Sudan,Urban,47.05
MORT_100,Number of deaths,1994,Sudan,Both sexes,17704.49616
HIV_0000000024,Estimated antiretroviral therapy coverage among children,1994,Sudan,,4
MORT_300,Distribution of causes of death among children aged < 5 years (%),1994,Sudan,0-27 days,0.00795
MORT_200,Deaths per 1 000 live births,1994,Sudan,0-4 years,0.48181
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),1994,Sudan,Rural,4.99469
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1994,Sudan,Urban,0.8
WHS3_43,Pertussis - number of reported cases,1994,Sudan,,645
LIFE_0000000032,ndx - number of people dying between ages x and x+n,1994,Sudan,Both sexes,6544.3052
RSUD_560,Recommendations for screening and brief interventions for substance use in antenatal services,1994,Sudan,Prescription drugs,0
LIFE_0000000035,ex - expectation of life at age x,1994,Sudan,Both sexes,68.37258
MORT_300,Distribution of causes of death among children aged < 5 years (%),1994,Sudan,1-59 months,0.15891
WHS3_41,Diphtheria - number of reported cases,1994,Sudan,,2
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1994,Sudan,Total,47.2
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1994,Sudan,Female,13.65
AIR_15,Household air pollution attributable DALYs,1994,Sudan,Female,272389.1719
AIR_51,Household air pollution attributable death rate (per 100 000 population),1994,Sudan,Both sexes,44.730215
MORT_100,Number of deaths,1994,Sudan,Both sexes,9842.50462
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1994,Sudan,Both sexes,39.955675
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1994,Sudan,Female,1.05
W10_graphic_B,Do the health warnings on other smoked tobacco packaging include a photograph or graphic?,1994,Sudan,,0
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (millions), model-based estimates",1994,Sudan,,0.1696
SDGHIV,New HIV infections (per 1000 uninfected population),1994,Sudan,Both sexes,0.095
MORT_100,Number of deaths,1994,Sudan,Both sexes,901
LIFE_0000000034,Tx - person-years lived above age x,1994,Sudan,Female,1716384.447
P4_govt,National smoking ban in GOVERNMENT FACILITIES,1994,Sudan,,0
SDGHIV,New HIV infections (per 1000 uninfected population),1994,Sudan,Female,0.08
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1994,Sudan,Rural,0.071915
LIFE_0000000031,lx - number of people left alive at age x,1994,Sudan,Female,49063.39962
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1994,Sudan,Female,12.6
W4_pc_back_C,Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging,1994,Sudan,,0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1994,Sudan,Male,57.12264
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,1994,Sudan,,21.64264
